3815212748;Volotea;CAMO Engineer;Spain;Barcelona Headquarters Hello! We are Volotea, the airline of the small and mid-sized cities in Europe.Since our inception in 2012, we have been amongst the fastest-growing low-cost airlines in Europe. We are enthusiastic enablers of direct travel for Europeans who don’t live in big hubs. We are changing air travel from small and mid-sized cities in Europe, many previously unconnected or underserviced. We aim to connect the people in these cities with their passion for travel, in an enjoyable and increasingly sustainable way.After over a decade in the skies, we have now flown more than 55 million passengers. Today, we serve over 100 destinations in 18 countries, actively consolidating our position among the top European airlines in the industry.In recent years, we have raised our travel capacity more than most competitors, increasing our number of aircraft, routes, destinations, employees, and markets. Throughout this journey, our team continues to excel and grow stronger as our services gain recognition amongst an expanding European audience. We are a young, dynamic, and international team that enjoys working together to grow our company during this exciting time in the airline industry. If you feel inspired by our story and you’re ready to take off with us, continue reading!Our main markets are France, Italy, Spain, and Greece.  We have 19 operational bases: Nantes, Bordeaux, Toulouse, Marseille, Strasbourg, Lille, Lourdes, and Lyon in France,  Venice, Verona, Palermo, Cagliari, Olbia, Florence, and Naples in Italy,  Asturias and Bilbao in Spain,  Athens in Greece, and Hamburg in Germany.We are hiring a CAMO Engineer who has experience in interacting with different cultural environments and can work in a challenging high-growth atmosphere.Are you a skilled, positive, assertive, and sociable individual who enjoys working as part of a multicultural team? If your answer is yes, apply to come on board and make Volotea your next professional destination.What you will do:Maintenance Organization in compliance with EASA and AESA requirements and Volotea’s procedures as defined in the CAME and other manuals.To provide approved data and repair instruction from the Type Certificate Holder in order to support maintenance execution.Edition, review and update of the maintenance program, and submission to the authority for approval.To provide support and advice to the technical teams during the planning and preparation for base checks and repairs.Ensure the compliance of planned maintenance according to the approved maintenance program.Evaluation of AD, SB, repairs and non-mandatory modifications ensuring that compliance with these modifications and repairs are according to EASA regulations.Implementation of any operational or airworthiness directive and any other requirements for continuous airworthiness issued by the Authority.Support in the analysis of the effectiveness of the maintenance program.Ensure that the applied modifications or repairs have been approved in accordance with Annex (Part 21) to Regulation (EC) No 1702/2003.Issuance of engineering orders and engineering bulletins.Determine empty weight and centre of gravity of each aircraft after reweighed, reconfiguration or recalculation and related notification of the Operations Department.Support in preparations for end of lease phase out and aircraft phase in are complete, the aircraft are compliant, and that financial exposure is minimised and managed accordingly.What you will need:Master Degree Aircraft Engineering or equivalent At least 2 years’ experience working in an Engineering environment in CAMOEASA Part66 CAT C or B1 is a plus A320 experience, Level 3 course desirable. Boeing 717 experience is a plus Experienced in working with AIRBUS & BOEING manuals and data sources Fluent in Spanish and English is essential Good knowledge of EASA regulations Previous experience within a EASA-OPS approved organization and familiarity with EASA Part M requirements Experience in dealing with AESA and EASA on airworthiness matters Methodical, analytical minded and service-oriented What do we offer:Flexible vacation days.Flexibility to work from home up to two days per week and subject to manager's approval.Access to year-round free flights (exc. airports tax) for you, your partner, and your children, with over 100 airlines worldwide.Gym pass discounts and more.Continuous training to continue your development.Learn more about working at Volotea HQ. Watch our colleagues define it in one word. Volotea is an equal opportunity employer that values diversity and inclusion and strives to recruit diverse candidates. Our goal is to continuously improve and sustain an inclusive culture by attracting, developing, and engaging the best talent in our industry.Data Privacy Please read our Data Privacy Policy here.              Show more                          Show less;en;https://www.linkedin.com/jobs/view/3815212748
3828126687;hackajob;Business Analyst;United Kingdom;hackajob is a matching platform partnering with BAE Systems helping them to hire the best talent and build the future. To get the chance to get matched to this role and other similar roles, click on Apply to set up your free profile.At BAE Systems, they help customers to stay a step ahead when protecting people and national security, critical infrastructure and vital information. They provide some of the world’s most advanced, Technology-led Defence, Aerospace, Security and Cyber Solutions. A career at BAE Systems will ignite your passion to improve security, defend freedom and make the world a safer place.Job Title: Project Finance Analyst Location: Rochester, Kent. Hybrid pattern of 3 days based in the main office. They offer a range of hybrid and flexible working arrangements – please speak to your recruiter about the options for this particular role.What you’ll be doing:They are looking for a Project Finance Analyst to join their finance team in the Electronic System division. Working as part of an Integrated Project team, you will be responsible for a group of projects within a business area, providing the financial control, reporting, and supporting the project teams to deliver their financial commitments. You will have ownership for the day-to-day responsibilities of the below Financially manage a suite of projects and complete reporting requirements for those projects Working with key stakeholders and supporting line leaders in the preparation and completion of financial forecasts Partner with the Project teams to understand and analyse budgets and variances, and to challenge the assumptions made in order to identify financial risks and opportunities Preparation of financial reporting by pulling and validating data from a variety of sources Ensure projects are fully compliant with the BAE Systems Operational Framework and Finance Policies Manual to satisfy all Internal Control requirements Proactively seek to improve local processes and working practices to drive efficiencies across the team and wider business Your skills and experiences:Interest in Finance and Business Experience or education in Accounting, Finance or Business beneficial Good knowledge of Excel and the ability to quickly learn new IT applications Confidence in communicating with multiple stakeholders Strong skills in accuracy, adaptability, and time management Benefits:You’ll receive benefits including a competitive pension scheme, enhanced annual leave allowance and a Company contributed Share Incentive Plan. You’ll also have access to additional benefits such as flexible working, an employee assistance programme, Cycle2work and employee discounts – you may also be eligible for an annual incentive.The Finance team:The team consists of a group of 10 individuals with a range of experience from versatile backgrounds. You will be reporting into the Assistant Financial Controller who will support you in developing in the role and within the company.Why BAE Systems?This is a place where you’ll be able to make a real difference. You’ll be part of an inclusive culture that values diversity, rewards integrity, and merit, and where you’ll be empowered to fulfil your potential. They welcome candidates from all backgrounds and particularly from sections of the community who are currently underrepresented within their industry, including women, ethnic minorities, people with disabilities and LGBTQ+ individuals.They also want to make sure that their recruitment processes are as inclusive as possible. If you have a disability or health condition (for example dyslexia, autism, an anxiety disorder etc.) that may affect your performance in certain assessment types, please speak to your recruiter about potential reasonable adjustments.Please be aware that many roles working for BAE Systems will be subject to both security and export control restrictions. These restrictions mean that factors including your nationality, any previous nationalities you have held, and your place of birth may limit those roles you can perform for the organisation.              Show more                          Show less;en;https://www.linkedin.com/jobs/view/3828126687
3814383734;Henchman;LLM Prompt Engineer;Ghent Metropolitan Area;Hello there 👋, we’re Henchman.The fastest contract drafting experience ever made!Henchman is a breeze of fresh air in a sector that almost missed the digital boat but is now ready to jump aboard. The idea is simple: We suggest relevant clauses to lawyers while drafting contacts within their Microsoft Word environment, creating the fastest contract drafting experience ever made. On top of this, we enrich the customer's data with AI.By 2026, we want 10,000 lawyers to use Henchman on a daily basis. To get there, we’re looking for people who fit our bill: at Henchman, we’re serious about our jobs, but we don’t take ourselves too seriously. We’re humble, open, and constructive. We grow together as a team and always focus on the user.Who are we looking for We are on the lookout for an innovative and dedicated LLM Prompt Engineer who possesses a deep-seated enthusiasm for Large Language Models, Natural Language Processing, and the transformative potential of AI-driven communication. The ideal candidate thrives in a fast-paced and evolving environment, showcasing a strong initiative and ownership of their projects. We value individuals who are decisive, capable of navigating complex challenges and committed to leveraging their skills to advance our objectives.Key Requirements for an LLM Prompt Engineer at Henchman Proven experience in crafting effective and efficient prompts for Large Language Model applications.Proven experience in getting structured and restricted data out of LLM's using prompt engineering.Proven experience with RAG-based systems.Proficiency in programming languages relevant to AI development, particularly Python, and experience with libraries and frameworks such as Tensor Flow, Py Torch, and Hugging Face Transformers.A solid grasp of LLM optimization techniques, including fine-tuning, prompt tuning, and other model adaptations to enhance performance and accuracy.Knowledge of best practices in deploying LLMs responsibly, with a strong understanding of data privacy, ethical AI use, and mitigating biases in model outputs.An ongoing commitment to keep abreast of the latest advancements and research in LLMs, NLP, and AI, ensuring the adoption of innovative and effective strategies in prompt engineering.The package Unlimited paid holiday Competitive compensation packages Flexibility to work remotely from where you want Amazing culture and colleagues Eagerness to learn, attitude, and enthusiasm are more important than ticking the boxes though. Even if not all desired requirements are met, but you're very excited about the role, we want to hear from you.              Show more                          Show less;en;https://www.linkedin.com/jobs/view/3814383734
3828033297;Confidential;Market Analyst;Egypt;We are seeking a highly skilled and experienced Market Analyst to join our team. The ideal candidate will have a strong background in the food and beverage and restaurant industry, with a deep understanding of market trends, consumer behavior, and competitive landscape. As a Market Analyst, you will be responsible for conducting thorough market research, analyzing data, and providing actionable insights to drive strategic decision-making. Your expertise will play a key role in shaping our business strategies and identifying growth opportunities.Responsibilities:Conduct comprehensive market research and analyze data to identify trends, opportunities, and potential risks in the food and beverage and restaurant industry.Monitor and analyze market dynamics, including consumer preferences, competitor activities, and regulatory changes, to stay ahead of industry developments.Develop and implement market research methodologies, including surveys, focus groups, and interviews, to gather relevant data and insights.Utilize statistical techniques and data visualization tools to interpret and present complex market data in a clear and concise manner.Collaborate with cross-functional teams to identify and evaluate potential business opportunities, such as new product launches, market expansions, or strategic partnerships.Prepare detailed reports and presentations summarizing research findings, market trends, and actionable recommendations for senior management.Stay up-to-date with industry best practices, emerging technologies, and market research techniques to continuously improve the effectiveness and efficiency of market analysis.Requirements:Bachelor's degree in Marketing, Business Administration, Economics, or a related field. A Master's degree is preferred.Proven work experience as a Market Analyst, preferably in the food and beverage and restaurant industry.Strong knowledge of market research methodologies, data analysis techniques, and statistical tools.Proficiency in using market research software and data visualization tools (e.g., SPSS, Tableau, Excel).Excellent analytical and critical thinking skills, with the ability to interpret complex data and draw meaningful insights.Strong business acumen and understanding of the food and beverage and restaurant industry dynamics.Exceptional communication and presentation skills, with the ability to effectively convey research findings to both technical and non-technical stakeholders.Detail-oriented and highly organized, with the ability to manage multiple projects and meet deadlines.              Show more                          Show less;en;https://www.linkedin.com/jobs/view/3828033297
3746540063;Nexeo;Business Analyst;Brussels Metropolitan Area;📍Bruxelles🔍 Nexeo is currently looking Business analyst in P&C retail operations Agreements product team (Freelance or Employed) for one of the leading Companies in Belgium.Nexeo Belgium is a consultancy company that supports its clients in the banking, finance and insurance sectors in all phases of their transformation projects: from business consulting to the implementation of IT solutions.· International environment (Offices in France, Belgium, Luxembourg, Switzerland & Canada)· + 450 employees· Over 20% growth each year📅 Expected Start date : ASAP Duration:  31/12/2024 (full time) & (Extension is possible)  💼 Description :As Business analyst in P&C retail operations Agreements product team, you are responsible for :- requirements definition for various small and medium business requests- tests preparation/execution for these business requests- requirements explanation to development team 🗣️ Requirements : Skills At least 5 years experienced in a business analyst role in the Insurance sector At least 5 years experienced in a mainframe/IMS/COBOL/DB2 environment Languages You're Dutch or French fluent + English #Bruxelles #Brussels #Belgium #Belgique #Agile #opportunity #challenge #BA #Business Analyst #P&CInsurance #P&C #Assurance #Insurance #Mainframe #IMS #COBOL #DB2              Show more                          Show less;en;https://www.linkedin.com/jobs/view/3746540063
3806558831;Nova Solar;Renewable Energy Consultant;VA;Company Description Nova Solar is a rapidly growing solar company located in Northern Virginia. We are a leader in the renewable energy movement and take pride in our company culture and high standard of integrity. Our top performers have the opportunity for career advancement, leadership and management roles, full benefit packages, and a variety of career-building experiences.Role Description The Renewable Energy Consultant is a full-time role with the flexibility for some remote work. Day-to-day tasks include appointment setting and sales through educating and educating homeowners on our solar and renewable energy solutions.Qualifications Strong analytical skills Knowledge of solar energy and the renewable energy industry Understanding of wind energy is a plus Excellent communication and interpersonal skills Ability to work independently and in a team environment Bachelor's degree in a related field, or equivalent industry experience Experience in sales or customer service is a plus Valid driver's license and reliable transportation              Show more                          Show less;en;https://www.linkedin.com/jobs/view/3806558831
3827057220;Schneider Electric;Distributed Energy Resources Consultant;Spain;Position Summary The Renewable Energy and Carbon Advisory Consultant will help to develop and deliver high-impact services and solutions that create client value, financial and environmental impact reductions, and develop / track performance against client goals and strategies. Schneider Electric is seeking candidates with experience in the below responsibility areas.Overall, the Renewable Energy and Carbon Advisory Consultant will have a disciplined focus on providing client services and solutions on renewable energy solutions, emerging technologies as well as evolving active energy management opportunities.Position is Europe based and multi-country in terms of scope.Why Our Team?Impact: join a team driving significant impact via our extensive global client base. To date the team has advised on >15GW of offsite PPAs, hundreds of DER services and millions of MWhs of EAC transactions.Culture: we focus on maintaining a collaborative culture and a high staff retention rate. Innovation: contribute to new products and services.Fun: we strive to ensure we, and our clients, enjoy the work we do.For some more insights into the people behind our work, see this video:Cleantech Careers at Schneider Electric | Schneider Electric (youtube.com)https://www.youtube.com/watch?v=MO-B1XZsr CUWhat do you get to do in this position?Coordinate with and function under the supervision of the RECA Operations Director and global DER Advisory Manager to deliver client services and enhance SB global Distributed Energy Resources (“DER”) service line capabilities.Contribute and support the development of client strategic advisory and planning in the areas of clean and efficient forms of distributed generation, with particular focus on renewable energy adoption, most notably behind-the-meter on-site solar, wind and battery energy storage system (BESS), and with particular focus on European markets but not limited to it.Contribute and deliver clients’ Distributed Energy Resources (“DER”) procurement project(s) or recurring commercial services – engage in local, regional and global project procurement opportunities for on-site renewable energy, lead interactions with project developers and other market participants in identifying, vetting, and implementing optimal DER solutions for Schneider clients Engage and partner with Business Development efforts– collaborating with and supporting the efforts of our client acquisition teams across the world in understanding options and strategies for on-site renewable energy procurement and related Schneider Electric RECA services.Interact directly with clients in advisory service positioning, developer-offer commercial evaluation and bid analyses, savings forecast(s), and commercial contracting terms. Delivery of in-person and remotely-delivered RECA consulting, delivery of on-site renewable and clean generation opportunity assessments, feasibility studies, pro forma business cases, and “go, no go” recommendation(s)Review, summarize, and craft commercial term review for various forms of DER purchase Agreements, play a leading role in client negotiations for optimal DER PPA contracting, lease or capital expenditure agreements Research, evaluate and update on-site solar and emerging renewables subsidies, tax rebates and any other financial support database.Evaluate new market solutions as they arise including new market opportunities across a global spectrum, emerging renewable technologies, new market entrants etc.Collaborate with global RECA Operations personnel network to expand team reach and overall capacity to serve client service requirements for various DER projects and related subject matter. Supervise and oversee standard and bespoke service deliveries to ensure global service quality and conformity as required Build and maintain global opportunity database, contribute to market intel, stakeholder education, and strategy services regarding on-site generation opportunities in relation to client GHG reduction goals Train RECA colleagues regarding Distributed Generation concepts, serve as expert and point of contact for DER subject matter Developer / Solution Providers Management- building, maintaining, and developing existing and new relationships with suppliers around the world in established as well as developing markets.Participate in the advancement of digitized consulting and data management services in the context of DER solutions About You Bachelor’s Degree in Energy, Engineering, or a related technical field with 3-5+ years of related professional experience preferably in renewable energy and/or complex energy markets Energy procurement strategy experience in renewables is preferred, specifically onsite Power Purchase Agreements Project management experience, medium value tactical transactional experience preferred Commitment to learning and adapting to emerging energy landscapes High commitment to company vision, values and excellent client service Proven track record in developing, supporting, and executing client solutions Progressive history of building successful relationships both with internal network of colleagues and with external vendors Ability to communicate, both written and verbally, complex analyses and ideas in a concise, persuasive manner Experience and comfort in client-facing settings Analytical self-starter with strong attention to detail Strong organizational and problem-solving skills with the ability to work on multiple complex projects in diverse areas, versatile and capable within multiple disciplines Proficient computer experience in Microsoft Office Products, particularly Excel, Word, and Power Point.Why us?Schneider Electric is leading the digital transformation of energy management and automation. Our technologies enable the world to use energy in a safe, efficient and sustainable manner. We strive to promote a global economy that is both ecologically viable and highly productive.€25.7bn global revenue137 000+ employees in 100+ countries45% of revenue from Io T5% of revenue devoted for R&DYou must submit an online application to be considered for any position with us. This position will be posted until filled It is the policy of Schneider Electric to provide equal employment and advancement opportunities in the areas of recruiting, hiring, training, transferring, and promoting all qualified individuals regardless of race, religion, color, gender, disability, national origin, ancestry, age, military status, sexual orientation, marital status, or any other legally protected characteristic or conduct. Concerning agencies: Schneider Electric does not accept unsolicited resumes and will not be responsible for fees related to such.                    Show more                          Show less;en;https://www.linkedin.com/jobs/view/3827057220
3805459532;CHA Consulting, Inc.;Entry Level Engineer - Water;SC;WHY CHA? Finding a better way.At CHA, we believe in the power of clean water, resilient energy, safer roads, and structures that harmoniously blend with their surroundings. We create solutions. We help people. We improve our world.At CHA, we embed ourselves in our communities – and take pride in improving things where we live. At the foundation is a commitment to inclusion and diversity and choosing to treat everyone with dignity and respect. We also take accountability for making decisions that promote sustainability in our business and our designs. We are on a mission to reduce our environmental footprint and bring greener solutions to our clients. We are responsibly creating a more sustainable future in ways that we can all see and touch. Together. Every day.CHA Consulting, Inc. is currently seeking an Entry Level Engineer - Water to join our Water - Sewer Assess & Rehab Team from Columbia, SC.  YOUR IMPACT Clean and safe water and wastewater management is vital for every community’s well-being. CHA delivers environmentally friendly and cost-effective water, wastewater and stormwater projects. We offer full engineering and support services for industrial and municipal systems from initial planning through permitting, design, bidding, construction administration, start-up, certification, and ongoing operational assistance.Working closely with professional engineers, the Entry Level Engineer - Water assists in the design development, implementation, and technical analysis of various systems to implement new products, or changes to an existing scheme, to suit individual public sector client needs. The professional in this role works on multiple projects in a timely and cost-effective manner to meet client, contractual and company requirements.The Entry Level Engineer - Water aids in preparing technical reports, contract documents and cost estimates for various engineering tasks. This individual performs simple calculations and engineering design using the standards established by federal, state, and local regulations, as well as the company, group, client, etc. Additionally, the Entry Level Engineer - Water solves routine problems by applying defined procedures, and attends field assignments when appropriate.At CHA, you can build a career and find your passion across our diverse business lines and project teams. Being part of CHA means being part of a team of talented professionals, where you’ll find support for your career growth and the opportunity to impact our industry and our communities. Find your “why” at CHA!Requirements Bachelor’s Degree in Civil Engineering or related required  EIT certification preferred  No prior experience required,  however, prior water or field construction internship(s) and/or applicable coursework preferred  Demonstrates a strong willingness to learn about the respective engineering discipline  Has a strong theoretical knowledge in the respective engineering field  Familiar with engineering, computational, and modeling software (Revit, Auto CAD, Micro Station, etc.)  Experience with data management and spreadsheets required  Proficiency with Microsoft Office software required  Desire to work in a collaborative team environment with the willingness to assist mid and senior level engineering and project management staff  Effective verbal and written communication skills with the ability to adapt communication style to suit various audiences  CULTURE/EEO STATEMENT At CHA, we work every day to create solutions, help people, and improve our world, committed to creating and fostering excellence in our diverse and highly talented teams. Our teams continually strive to find better ways - always searching, never settling - to achive extraordinary results. Our values around hiring, training, and community engagement reflect a company culture that is inclusive and forward leaning, always pushing the limits of what is possible.We as an organization celebrate the values of inclusion and equality, and advocate for the full participation of all people in an environment free of discrimination. To support these values, we invite all qualified applicants to be considered for employment regardless of race, color, religion, sex, sexual orientation, gender identity, national origin, citizenship, age, disability, protected verteran status, or any other characteristic protected by law.              Show more                          Show less;en;https://www.linkedin.com/jobs/view/3805459532
3816527378;MatchaTalent;(Global Petrochemical) External & Market Reporting Analyst;Riyadh Region;This role required candidate to permanently relocate at Riydh, Saudi Arabia. About the Company Founded in the late 1970s in Saudi Arabia's oil-rich region, this multinational corporation has solidified its position as a global leader in the petrochemical sector. With a diverse product portfolio ranging from chemicals and intermediates to polymers, agri-nutrients, and metals, the company has expanded its operations across 50 countries. Prioritizing innovation and sustainability, it boasts state-of-the-art research centers and a staunch commitment to environmental responsibility. As a testament to its excellence and influence, the firm actively fosters strategic global partnerships, continuously setting benchmarks in quality and industry standards. Job Summary  We are seeking an External & Market Reporting Analyst to join our Economics Research team. The ideal candidate will leverage advanced analytics to provide predictive insights into market dynamics, financial impacts, and strategic planning. Key Responsibilities: Analyze market trends in various sectors and prepare comprehensive market reports.Evaluate how global events affect business profitability and present actionable insights.Build and implement analytical models for economic research.Assist in business planning and forecasting by setting macroeconomic assumptions.Prepare periodic reports on market conditions and maintain effective stakeholder communication. Requirements Relocation: Permanent relocation to Riyadh, Saudi Arabia.Education: Bachelor's degree in Economics, Finance, Business Analytics, or a related field.Experience: Minimum of 10 years in market analysis, economic research, or a similar role.Analytical Skills: Proficiency in data analysis and modeling,  experience with predictive analytics is a plus.Market Knowledge: Strong understanding of global market dynamics, especially in Petrochemicals, Agri-Nutrients, Metals, and Specialties.Technical Proficiency: Familiarity with data analysis tools (e.g., SAS, SPSS, R, Python).Communication: Excellent written and verbal communication skills,  ability to present complex data in an understandable way.Strategic Thinking: Ability to translate market trends and data into strategic business insights.Problem-Solving: Strong problem-solving skills and the ability to perform under pressure.Collaboration: Team player with a strong sense of responsibility and drive.              Show more                          Show less;en;https://www.linkedin.com/jobs/view/3816527378
3816526455;MatchaTalent;(Global Petrochemical) External & Market Reporting Analyst;Doha Metropolitan Area;This role required candidate to permanently relocate at Riydh, Saudi Arabia. About the Company Founded in the late 1970s in Saudi Arabia's oil-rich region, this multinational corporation has solidified its position as a global leader in the petrochemical sector. With a diverse product portfolio ranging from chemicals and intermediates to polymers, agri-nutrients, and metals, the company has expanded its operations across 50 countries. Prioritizing innovation and sustainability, it boasts state-of-the-art research centers and a staunch commitment to environmental responsibility. As a testament to its excellence and influence, the firm actively fosters strategic global partnerships, continuously setting benchmarks in quality and industry standards. Job Summary  We are seeking an External & Market Reporting Analyst to join our Economics Research team. The ideal candidate will leverage advanced analytics to provide predictive insights into market dynamics, financial impacts, and strategic planning. Key Responsibilities: Analyze market trends in various sectors and prepare comprehensive market reports.Evaluate how global events affect business profitability and present actionable insights.Build and implement analytical models for economic research.Assist in business planning and forecasting by setting macroeconomic assumptions.Prepare periodic reports on market conditions and maintain effective stakeholder communication. Requirements Relocation: Permanent relocation to Riyadh, Saudi Arabia.Education: Bachelor's degree in Economics, Finance, Business Analytics, or a related field.Experience: Minimum of 10 years in market analysis, economic research, or a similar role.Analytical Skills: Proficiency in data analysis and modeling,  experience with predictive analytics is a plus.Market Knowledge: Strong understanding of global market dynamics, especially in Petrochemicals, Agri-Nutrients, Metals, and Specialties.Technical Proficiency: Familiarity with data analysis tools (e.g., SAS, SPSS, R, Python).Communication: Excellent written and verbal communication skills,  ability to present complex data in an understandable way.Strategic Thinking: Ability to translate market trends and data into strategic business insights.Problem-Solving: Strong problem-solving skills and the ability to perform under pressure.Collaboration: Team player with a strong sense of responsibility and drive.              Show more                          Show less;en;https://www.linkedin.com/jobs/view/3816526455
